Age,Gender,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,EducationBackground_Life Sciences,EducationBackground_Marketing,EducationBackground_Medical,EducationBackground_Other,EducationBackground_Technical Degree,MaritalStatus_Married,MaritalStatus_Single,EmpDepartment_Development,EmpDepartment_Finance,EmpDepartment_Human Resources,EmpDepartment_Research & Development,EmpDepartment_Sales,EmpJobRole_Data Scientist,EmpJobRole_Delivery Manager,EmpJobRole_Developer,EmpJobRole_Finance Manager,EmpJobRole_Healthcare Representative,EmpJobRole_Human Resources,EmpJobRole_Laboratory Technician,EmpJobRole_Manager,EmpJobRole_Manager R&D,EmpJobRole_Manufacturing Director,EmpJobRole_Research Director,EmpJobRole_Research Scientist,EmpJobRole_Sales Executive,EmpJobRole_Sales Representative,EmpJobRole_Senior Developer,EmpJobRole_Senior Manager R&D,EmpJobRole_Technical Architect,EmpJobRole_Technical Lead,PerformanceRating
54,0,2,24,2,1,96,2,1,4,0,0,15,4,0.20512806321686117,2,2,0.2371792885036057,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
39,0,1,14,3,1,76,3,3,1,0,0,12,1,0.717024981823877,3,3,0.9589644218252691,8,10,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
40,1,1,24,1,1,52,2,2,3,5,0,13,1,0.5776292605895463,2,3,0.38424463819048815,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
34,0,1,4,3,1,41,3,1,4,3,0,15,3,0.45238554152937427,2,3,0.466660241858876,8,5,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
55,1,2,5,2,2,57,3,1,2,8,0,17,3,0.3012646469886644,2,2,0.24354101156826047,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
24,1,2,28,1,2,91,3,1,1,0,0,12,2,0.21174770120843123,2,3,0.2952623755890717,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
40,0,2,3,2,2,31,3,3,2,1,0,14,4,0.5563500131158681,3,2,0.31185166360629746,7,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
50,0,2,23,3,1,87,3,3,3,2,0,23,2,0.6608417849824244,4,3,0.698416632855184,11,8,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
22,0,0,6,2,1,41,3,1,4,0,0,22,2,0.11844406609807978,2,2,0.15000000000000002,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
44,0,2,1,2,1,92,1,4,1,4,0,15,2,0.8993737537122961,1,3,0.5565755860208905,8,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
45,0,2,25,2,1,93,2,2,3,0,0,12,4,0.38579655726678797,2,2,0.44108551551699926,8,3,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
37,0,2,2,2,1,93,2,2,3,1,0,17,3,0.4196099984601269,2,3,0.4849815991376711,7,3,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
41,0,1,9,2,1,74,3,1,3,0,0,12,2,0.4539863254979133,3,3,0.6316274272862923,8,5,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
47,0,2,24,3,1,83,3,3,2,2,0,23,2,0.8614529196326017,2,3,0.8294825741599665,13,11,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
33,0,1,28,3,1,52,2,2,3,1,0,20,2,0.4693130440340243,3,2,0.6177786962357256,7,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
29,0,2,8,3,2,51,1,1,2,1,0,12,2,0.10631180525049046,3,2,0.14883652735068667,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
31,1,2,1,3,1,62,2,1,1,2,0,12,3,0.32111564693267874,1,3,0.1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
25,0,1,5,3,1,52,3,1,3,0,0,16,3,0.18754884958183654,3,3,0.24385258412185679,2,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
42,1,1,1,3,1,94,3,2,3,1,0,21,3,0.3922086436852652,4,3,0.5490921011593715,9,8,6,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
38,0,1,10,3,2,49,3,1,2,1,0,12,2,0.3676802725455558,3,2,0.2858415586083032,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
29,0,2,6,3,2,39,3,1,3,2,0,12,1,0.37427106662136356,2,3,0.38596923990486365,7,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
39,0,0,27,3,1,52,2,2,1,1,0,18,1,0.426709787483107,2,3,0.5730452768572624,7,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
31,0,2,28,3,2,95,2,1,2,0,0,19,1,0.21428571428571427,4,3,0.2661635287917012,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
38,0,1,4,3,1,81,3,2,2,0,0,13,4,0.4378312022969477,2,1,0.5468260141849088,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30,1,2,2,3,1,68,2,1,1,0,0,13,1,0.12574630917985408,2,3,0.10868161095059858,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
42,0,1,9,3,1,85,1,2,3,8,0,14,2,0.3877965880754887,2,2,0.40775485586766,4,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
39,0,1,1,2,1,92,3,2,2,2,0,13,3,0.5357142857142857,3,3,0.5596575418404042,8,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
22,1,2,8,1,1,93,1,1,1,1,0,14,1,0.14369199749551967,3,2,0.19941560175313625,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30,0,0,8,2,1,87,1,1,3,0,0,19,4,0.10714285714285714,2,2,0.12012400634200539,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
28,0,1,1,1,2,42,2,2,3,1,0,13,3,0.39126905679550383,4,2,0.5477766795137053,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
25,0,2,26,2,1,39,2,2,3,1,0,18,4,0.24598109112398503,3,3,0.20353823100501786,3,2,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
31,0,2,7,3,1,49,2,1,2,1,0,13,2,0.14667632569118724,1,2,0.20534685596766217,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
29,1,1,2,1,1,87,3,2,3,1,0,18,3,0.24024957140083328,0,3,0.3302911666343056,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
32,0,2,17,3,1,36,2,1,3,1,0,12,2,0.347812892398916,3,2,0.4869380493584825,8,7,7,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
31,0,1,4,2,1,61,3,1,3,7,0,12,1,0.15250404180687321,0,2,0.1101292438972169,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
32,0,0,24,4,2,72,2,1,2,0,0,18,2,0.3025655486817496,2,2,0.3888734145235596,4,5,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
57,1,1,5,1,2,50,3,1,3,7,0,16,4,0.34615981145997976,2,2,0.11923196229199597,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
35,0,2,3,3,1,92,2,2,3,0,0,18,2,0.37211469397248453,1,3,0.4709605715614784,7,3,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
42,1,1,1,2,1,94,3,2,3,1,0,21,3,0.41974886180257254,4,3,0.5876484065236016,10,8,6,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
44,1,0,25,2,1,52,2,2,1,1,0,14,1,0.39457997363758684,2,3,0.4803455138402669,7,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
44,0,2,1,1,1,70,3,1,3,1,0,12,3,0.3571428571428571,4,3,0.5,5,7,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30,0,2,26,1,1,32,3,1,3,1,0,18,4,0.23074661268571156,1,2,0.32304525775999626,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
58,1,0,3,2,2,52,3,2,2,5,0,20,4,0.31598480874775675,0,2,0.5311007504853442,6,9,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
29,0,2,8,3,2,51,1,1,2,1,0,12,2,0.1034522775153243,3,2,0.14483318852145405,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
29,0,2,5,3,2,40,3,2,3,2,0,12,2,0.39620523293037163,2,3,0.4320309891537805,8,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
40,1,1,2,2,1,49,3,4,2,0,0,18,3,0.774713143948033,5,3,0.25330034252987577,7,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
34,1,1,8,3,2,51,2,1,3,1,0,12,2,0.16559217366327988,3,2,0.23182904312859187,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
34,0,1,5,3,1,85,3,2,3,0,0,15,1,0.40673202880344334,0,2,0.5194248403248207,6,4,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
33,1,0,24,4,2,73,3,2,3,0,0,18,2,0.3963629133337652,2,3,0.5158896944007256,6,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
41,0,2,2,2,1,47,3,4,2,0,0,17,4,0.814971872836164,5,3,0.4411495691962719,9,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
34,0,2,18,4,2,48,4,2,1,1,0,11,3,0.5601392418849166,1,3,0.7841949386388833,14,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
34,1,2,9,3,1,45,3,1,2,1,0,16,2,0.18378323964508916,4,1,0.12854069289937503,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
29,0,2,28,4,3,73,2,1,1,1,0,13,2,0.1819493888144248,3,1,0.2547291443401947,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
53,0,2,19,4,1,83,3,3,2,2,0,23,3,0.45399584692681255,2,3,0.5632772866588509,9,7,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
54,0,2,14,4,1,86,3,4,3,5,0,18,3,0.7629098748489852,2,2,0.8651903159355154,7,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
34,0,2,5,2,2,57,2,2,3,1,0,13,2,0.5175671075408024,3,3,0.7245939505571234,9,3,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
38,0,2,23,1,2,59,2,3,3,0,0,11,1,0.7460974660996125,1,2,0.995033138672234,9,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
29,0,1,11,3,1,83,2,1,3,0,0,12,2,0.1879585128150144,5,3,0.22542794529401347,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
40,0,2,2,3,2,91,3,2,1,4,0,14,2,0.6589150398664756,3,3,0.7224810558130659,11,7,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
25,0,1,2,3,1,56,3,1,1,5,1,14,2,0.21428571428571427,2,3,0.17349450052882454,2,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
32,0,2,5,3,1,87,2,2,3,0,0,16,1,0.42013031787616884,0,3,0.5381824450266365,7,4,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
24,0,1,1,1,2,44,2,2,3,1,0,12,2,0.16378702445099577,2,2,0.2293018342313941,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
24,1,0,8,3,1,90,1,1,2,1,0,17,2,0.124902858797485,3,2,0.17486400231647903,2,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
36,0,0,12,4,1,32,2,2,3,2,0,15,3,0.3571428571428571,2,2,0.4108678193733477,2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
27,0,2,3,3,2,40,3,1,2,1,0,11,2,0.2599522117471665,2,2,0.2819665482230166,4,2,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
54,0,1,12,4,1,85,3,4,3,5,0,17,2,0.8586722660927704,2,2,0.9446470686753037,7,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
29,1,2,26,1,1,33,2,1,3,1,0,17,4,0.1875358739305737,1,2,0.21234932949159036,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
36,1,1,3,4,1,43,2,1,4,4,0,14,2,0.5070001070843534,2,3,0.5297335332241264,8,3,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
33,1,2,4,2,2,58,2,2,3,1,0,13,3,0.49538540581280466,3,3,0.6935395681379266,9,4,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
34,1,1,8,3,1,47,3,1,1,1,0,12,3,0.24507922163657128,5,1,0.1284445448544001,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
29,0,2,4,3,1,46,3,1,4,0,0,18,1,0.13176980104600688,2,2,0.15000000000000002,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
47,0,1,5,2,1,75,2,2,4,1,0,14,3,0.3930231040369856,3,3,0.4258132097812296,8,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
38,0,1,7,3,1,85,3,3,1,1,0,14,2,0.6800429768312538,2,2,0.49484958109061156,7,9,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
40,0,2,2,3,2,91,3,3,1,5,0,15,2,0.6903150986412678,2,3,0.766441138097775,12,8,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
21,0,0,8,2,1,39,3,1,4,0,0,23,2,0.10785512189114468,2,2,0.15000000000000002,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
37,1,1,1,4,1,44,2,2,3,4,0,12,3,0.5748380944637012,2,1,0.6434666653114772,2,9,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
29,0,1,2,1,2,41,3,2,3,1,0,13,3,0.38531928799368964,4,3,0.5077880127646621,9,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
50,0,2,22,4,1,69,3,3,1,4,0,14,2,0.7674170803960951,2,2,0.15406398542575556,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
32,0,0,8,3,2,35,3,2,3,1,0,13,2,0.3571428571428571,2,2,0.43222905272152884,4,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
40,0,2,2,2,2,93,3,1,2,2,0,13,2,0.4830546128856966,4,3,0.5205105832159902,7,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
45,1,1,4,4,1,83,2,5,2,1,0,15,2,0.5616582425589511,2,2,0.25,7,13,9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
43,1,1,2,3,1,61,3,2,2,1,0,14,1,0.3232888200148799,4,3,0.452604348020832,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
52,1,1,3,1,2,45,3,3,3,4,0,15,4,0.769763431864133,2,2,0.2039526863728266,3,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
33,0,1,28,3,1,53,2,2,3,1,0,21,2,0.49755834630079804,3,2,0.647436263615838,7,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
38,1,1,1,1,1,50,2,4,3,1,0,13,2,0.704796239772846,2,3,0.35125642290882486,8,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
28,0,1,8,3,1,52,1,1,2,1,0,13,3,0.09606893733229276,3,3,0.13449651226520987,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
28,1,0,3,1,1,87,2,1,3,1,0,19,4,0.1946231617853912,0,3,0.2724724264995478,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
40,0,1,8,3,2,88,3,3,2,8,0,16,3,0.7159196430366674,3,2,0.8950437494554416,7,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
29,1,1,3,1,1,87,3,2,3,1,0,18,3,0.27369880970824045,0,3,0.3693152779929472,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
50,0,2,22,3,1,83,3,3,2,2,0,23,2,0.6880379895239709,2,3,0.7161848198223277,12,10,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
51,0,2,14,2,1,69,3,2,2,3,0,13,2,0.5905211083116412,4,2,0.2,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
26,0,0,28,2,2,77,1,1,1,6,0,16,3,0.23203240824156013,5,2,0.13773194269272374,2,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
40,0,2,2,4,2,90,3,4,1,6,0,15,2,0.7803237826632431,2,2,0.8018928444710248,14,11,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
31,1,2,6,4,1,73,1,2,3,4,0,19,2,0.4377261135848117,3,2,0.35000000000000003,7,6,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
41,0,1,2,4,1,91,3,3,1,5,0,16,2,0.6590587007645061,2,3,0.769966932784893,13,10,7,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
31,1,2,1,3,2,67,2,1,1,0,0,13,2,0.10815451382444696,2,3,0.10161865069054365,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
31,0,0,6,1,1,87,2,1,4,0,0,19,4,0.13706443741143387,1,2,0.15585361650134327,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
26,0,2,23,1,1,36,2,2,3,1,0,20,4,0.3164030061352434,4,3,0.43358315337512865,7,4,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
26,0,2,27,3,1,38,2,2,3,1,0,19,4,0.26912831448224495,3,2,0.253559280550286,2,1,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
40,0,2,4,2,2,88,3,3,2,3,0,17,2,0.6392493053715868,1,2,0.4308928012264083,9,11,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
35,0,2,14,2,1,59,1,1,3,5,0,13,3,0.25,2,2,0.1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
44,1,0,25,2,1,52,2,2,1,1,0,14,1,0.3633642334809462,2,3,0.49673377742250324,7,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
31,1,2,6,4,1,70,2,2,3,4,0,20,3,0.4489610026663697,3,3,0.35000000000000003,7,5,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
41,1,2,1,3,1,97,3,2,2,1,0,11,1,0.6006508771119681,3,3,0.7340926899639628,7,6,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
34,0,2,21,3,1,37,2,1,3,0,0,16,2,0.44331388598127186,2,3,0.6005328669781506,9,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
37,0,0,20,3,1,32,1,1,3,4,0,16,2,0.3571428571428571,1,3,0.26490583335481055,4,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
52,0,2,22,4,1,89,3,3,3,2,0,24,2,0.4432022774531472,5,3,0.5562254879360562,8,5,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
42,0,1,2,3,1,92,3,2,3,1,0,19,3,0.27468642765837836,4,3,0.3672804993608649,7,6,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
44,0,1,2,3,1,93,1,4,2,1,0,16,1,0.7631242117437395,2,3,0.27438169511144894,9,2,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
44,0,1,2,1,1,72,3,1,3,1,0,13,4,0.3571428571428571,4,3,0.4886059212559445,5,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
27,0,2,7,2,1,65,2,1,1,4,0,12,1,0.18673146300106963,1,2,0.13071202410074875,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
